,$\sigma ($$\bar{x}$$)$,$range ($$\bar{x}$$)$,$IQR ($$\bar{x}$$)$,$\sigma ($$\sigma$$)$,$range ($$\sigma$$)$,$IQR ($$\sigma$$)$,$\sigma ($min$)$,$range ($min$)$,$IQR ($min$)$,$\sigma ($$x_{10}$$)$,$range ($$x_{10}$$)$,$IQR ($$x_{10}$$)$,$\sigma ($$x_{20}$$)$,$range ($$x_{20}$$)$,$IQR ($$x_{20}$$)$,$\sigma ($$x_{30}$$)$,$range ($$x_{30}$$)$,$IQR ($$x_{30}$$)$,$\sigma ($$x_{40}$$)$,$range ($$x_{40}$$)$,$IQR ($$x_{40}$$)$,$\sigma ($median$)$,$range ($median$)$,$IQR ($median$)$,$\sigma ($$x_{60}$$)$,$range ($$x_{60}$$)$,$IQR ($$x_{60}$$)$,$\sigma ($$x_{70}$$)$,$range ($$x_{70}$$)$,$IQR ($$x_{70}$$)$,$\sigma ($$x_{80}$$)$,$range ($$x_{80}$$)$,$IQR ($$x_{80}$$)$,$\sigma ($$x_{90}$$)$,$range ($$x_{90}$$)$,$IQR ($$x_{90}$$)$,$\sigma ($max$)$,$range ($max$)$,$IQR ($max$)$,$\sigma ($$IQR$$)$,$range ($$IQR$$)$,$IQR ($$IQR$$)$,$\sigma ($$CV$$)$,$range ($$CV$$)$,$IQR ($$CV$$)$,$\sigma ($$\overline{\Delta x}$$)$,$range ($$\overline{\Delta x}$$)$,$IQR ($$\overline{\Delta x}$$)$,$\sigma ($$max(\Delta x)$$)$,$range ($$max(\Delta x)$$)$,$IQR ($$max(\Delta x)$$)$,$\sigma ($$\sigma(\Delta x)$$)$,$range ($$\sigma(\Delta x)$$)$,$IQR ($$\sigma(\Delta x)$$)$,$\sigma ($$\gamma_{1}$$)$,$range ($$\gamma_{1}$$)$,$IQR ($$\gamma_{1}$$)$,$\sigma ($$Kurt[X]$$)$,$range ($$Kurt[X]$$)$,$IQR ($$Kurt[X]$$)$,$\sigma ($$R_{XX}$$)$,$range ($$R_{XX}$$)$,$IQR ($$R_{XX}$$)$,$||X_{train}||$,$||x_{train}^{i}||$,$||X_{test}||$,$||x_{test}^{i}||$,$||Y_{C}||$
Earthquakes,1.6153142146617257e-10,8.037686661188817e-11,1.3182430621949117e-10,4.511504595727426e-11,1.5758699058390625e-11,2.2488491294892108e-11,0.03096732145428967,0.017909208410956435,0.02002542540463963,0.03518142361002885,0.023214622169821404,0.027793281928146316,0.035489823550935384,0.02429228430542202,0.0280251815565607,0.02340818336611754,0.023294540544869638,0.023408183366117708,0.04493711526292335,0.024218716298984866,0.03480375743407294,0.06186493697268199,0.024316852869766516,0.03152278905367713,0.06555345168212373,0.026342829794060513,0.03120976102016286,0.004568603984847459,0.0023165404019003,0.0029099845287545506,0.27193713823859256,0.14725962662277742,0.21729901878597094,0.23059596944336147,0.12183137119300362,0.18408349967250082,0.23573367538667303,0.10797654465624357,0.12168087359117438,0.06786400905363242,0.04657363267238608,0.05835875029082894,4.3880116358877233e-10,1.7364272083605399e-10,2.74010583054178e-10,0.022861131210869075,0.007176106288427071,0.015440173487483708,0.24281392185277398,0.11790587559339358,0.1834894519834784,0.020833104490203005,0.009384436889366143,0.015642926625179594,0.1672602630566554,0.08749079537045149,0.09447776191313301,0.11329753981792047,0.05950118170306386,0.06174084354664898,0.0158327849274479,0.0066343441379056395,0.01041312430882102,0.03434343434343434,0.28257093225246094,0.0070917759237187124,0.28257093225246094,0.0
ElectricDevices,9.054299687667052e-11,9.461422203981804e-11,1.28896404129596e-10,1.3785045350890978e-10,1.2237179523197716e-10,7.506835796180174e-11,0.10456047726640469,0.11691239521255167,0.11777283687062794,0.09980691942217777,0.12774364616941758,0.12760892683969688,0.08776677678599584,0.11661197110581491,0.11506646284408713,0.04560414430016011,0.09055215735863315,0.07155211457572734,0.05741372240525019,0.061909448624716146,0.06096454145188983,0.014812716821632774,0.01247709209646188,0.011699697102601103,0.06359511393704681,0.052725637873972414,0.028869262385591798,0.12557446281721169,0.13005418757462672,0.07091162193756806,0.18185872121318897,0.1946398764692787,0.18471202412499918,0.2339003865563654,0.22330455157417287,0.3468321356900422,0.5467238105242267,0.47748339760379593,0.48538657405650804,0.14874714740281883,0.2045401518790416,0.1616952428822448,3.903974767191035e-11,3.871070383108124e-11,3.007275052161197e-11,0.01416964778430282,0.00879087931687104,0.018026753898129817,0.4935607601286777,0.43095594296271184,0.7120793432983862,0.6424626566190533,0.7549947440626343,0.2983745404872956,1.0,0.9972076097769206,1.0,1.0,1.0,1.0,1.0,1.0,0.4776200092466517,1.0,0.04169079328314997,0.45834326579261025,0.04169079328314997,0.10416666666666667
EthanolLevel,6.051476554690164e-11,5.837232322009508e-11,4.8951061885383304e-11,1.2745983663538493e-10,7.949686220685989e-11,1.2503993016405407e-10,0.000165503901166807,0.002987498340396026,0.0016989720658251517,0.0044349604410067,0.006130436568308075,0.00503323508048141,0.0038552472424511204,0.005410498891724943,0.003980913636834515,0.0028353572142579397,0.0050884137408688706,0.002780791938539515,0.009966626669138157,0.009310418582193223,0.010698394726266913,0.029929899196839953,0.020478504410894553,0.020949866082431684,0.029596880207062755,0.018337106831798473,0.020935225654633738,0.016431389465823135,0.01548573779794629,0.010744211130096049,0.007118612114465459,0.006957228159135312,0.007025041238774549,0.018304049601209526,0.014308774260594752,0.030670886758173168,0.0046578350244606895,0.007434385229382636,0.003410658688679515,0.006885772343339789,0.010386390111364718,0.008415668071122212,1.2797924063655058e-11,1.1163479835717692e-11,1.081320199515258e-11,0.0,1.6666358354316987e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00395739421361628,0.0032305342217846945,0.0030815842381555613,0.0,0.0,0.0,0.0,0.0,0.0,0.054769921436588105,1.0,0.028605482717520857,1.0,0.041666666666666664
FaceAll,2.0436479013405027e-10,2.422520851848231e-10,2.6289595964186237e-10,4.733498895197959e-10,4.3678614843590425e-10,3.9564149424509934e-10,0.13741073643868745,0.20474502795167335,0.18956089922536165,0.041400603886157565,0.06758498446859271,0.05896758398125789,0.04876934072766455,0.07557303512223983,0.09313530740574569,0.024110058592481894,0.051748423171383263,0.05614596472708788,0.03563617508423244,0.047122702495390606,0.05335203956274147,0.035299135841639066,0.03784894731518518,0.01781857617565488,0.03795594718458013,0.031607117003278916,0.04132444257858448,0.04373317525409929,0.061579130298918275,0.05038580208857442,0.07745771933977756,0.09454552391867851,0.10505652338145574,0.10900448279404346,0.12983677931209664,0.16064434732406638,0.17051899559105915,0.21366338306260602,0.1280146949450549,0.06298381667289585,0.09679488787845872,0.1223537370915815,1.3867017032406047e-10,1.3712854597622933e-10,1.4104995893373728e-10,0.40105074433518184,0.36726712235114906,0.3309470982388125,0.1723432681205527,0.20947994729235617,0.2178601103715616,0.5598692798763982,0.7403539326766435,0.7831524079182289,0.08485646951357151,0.10773480700248059,0.05855175294369224,0.04907325918556598,0.06612395943235211,0.04295509745575655,0.28742014506431696,0.31300734280849835,0.3718941726690928,0.06105499438832772,0.06195715112912565,0.09952324195470799,0.06195715112912565,0.25
FaceFour,3.0688983493328447e-10,2.3651179481672395e-10,5.050542033732222e-10,2.9135889286166864e-10,1.6579487557438846e-10,2.3962179642506374e-10,0.38242936593885674,0.347475895438762,0.29807698944220995,0.018335735028061715,0.02088723952359309,0.025717504842367196,0.030672648889949892,0.03264786079019049,0.02768808469859438,0.030070041950705013,0.052223911646483004,0.026792511439788384,0.03848459392214162,0.03409111098891562,0.03673569013521409,0.050158261870547054,0.033003459849526365,0.04151437532620928,0.035950283345782715,0.02269623241948926,0.02814148032452679,0.013942892866467986,0.013636592286678172,0.012581935974283288,0.04266799322166658,0.03717854992509,0.04923095461590587,0.13148240044886902,0.11798795531151386,0.11468925267380552,0.1833334984005564,0.1319996769220827,0.19032374397978083,0.04364157161252532,0.04650191791156613,0.04118474602746482,1.250038976775156e-10,7.624370730585815e-11,1.619134701864157e-10,0.04959716702641025,0.026778823599033302,0.03699717871299779,0.14960788458961388,0.11145310711714013,0.12190598802227416,0.23060670047482662,0.17082376324799464,0.32771948953229557,0.17180723327355166,0.15407563672558527,0.097540067650262,0.060712848673915354,0.05047367979151891,0.05900685848720658,0.08482835959946489,0.05242046524415853,0.10556849527876948,0.0008978675645342312,0.1887666473653735,0.004052443384982122,0.1887666473653735,0.041666666666666664
FacesUCR,3.3574824014757845e-10,4.695359680382868e-10,4.289535617655233e-10,7.484862730806549e-10,6.866891469781534e-10,6.195686895006141e-10,0.11520716702046957,0.15669906825725555,0.1610678152051067,0.04438713606392328,0.07113217396572491,0.07172374097893558,0.04444752334493947,0.06876362536373659,0.0777405517652851,0.022206177265025294,0.050127153555483854,0.05163799199211719,0.02941103594240276,0.04051576770356456,0.04154735551381064,0.028265569451321415,0.03177500981437556,0.02600727464441061,0.03874789217977861,0.0382315244048228,0.0445007445751755,0.041127502530846995,0.05026232215834199,0.04446026876660516,0.06504498639273083,0.07102245820406601,0.11164628149311702,0.10484847564232928,0.1264784582620435,0.2013730205417673,0.34121959744857044,0.43476998977883846,0.1767007916530288,0.05414266310188721,0.08073984359782849,0.09519664886701651,3.0602560335268805e-10,3.1407860220674586e-10,3.317199800834419e-10,0.5192925125774195,0.45824640350206935,0.21338311959932338,0.5213582686282568,0.7033204041926346,0.2743556987021862,0.4181881133436717,0.4986112903502496,0.7055785958957561,0.25386950560060945,0.379176901739342,0.10836637698612302,0.22029162537483735,0.3219705940556356,0.06971745640016454,0.30969017438823737,0.2929017769529399,0.42571634151812765,0.020650953984287318,0.06195715112912565,0.12097735399284863,0.06195715112912565,0.25
FiftyWords,6.814135975443636e-10,1.8211374257626572e-09,6.580215000862806e-10,1.917911482468531e-09,2.8825749814558393e-09,1.3751078128956371e-09,0.20683646670793776,0.3592690594505436,0.21300965909066724,0.12607309697506308,0.2769806549388124,0.20744735613518206,0.08820106809982996,0.1949852324492693,0.12626207563128172,0.037501637762742755,0.15796060112050514,0.047740263180993406,0.05341690314985432,0.11242574283392721,0.05691709505128325,0.1280167086325837,0.17128760387576167,0.08169165226970516,0.1889916165289348,0.22695313518671822,0.15111909507066998,0.1957637394293693,0.2986116097201408,0.19617380679443178,0.24139675434716792,0.3940380163140254,0.4373724622066827,0.2611223488530414,0.4407738199620669,0.4511490701688091,0.4696864684532265,0.6464438526923496,0.526320973180564,0.17871217102337628,0.41603273849902433,0.29907458908011436,7.094483831373275e-10,1.1902445182807606e-09,5.846452656821149e-10,0.01651778953703888,0.02214937914446035,0.01241038116015799,0.25979705489750055,0.4650709882148033,0.28339211130853487,0.5026733192048984,0.9794263696775198,0.5629693521811167,0.27287732431173456,0.44276471818657437,0.2784947038265723,0.13280820904442095,0.21908686421982054,0.1348159330795066,0.06440994719283516,0.12106345269730123,0.034545042359132416,0.04870931537598204,0.14244354371742907,0.02592371871275328,0.14244354371742907,1.0
Fish,4.996750065055103e-10,4.97030397511468e-10,7.263481226508614e-10,1.1270073756980772e-09,9.007704657487329e-10,7.151038439110085e-10,0.05313030061298724,0.0708475774598994,0.049258564361523004,0.05508152327392796,0.07680651352801462,0.05674158152365259,0.037755087675491246,0.05069326374719061,0.06412877825310644,0.031821626670271844,0.0634771170677647,0.04293149935206003,0.098233315240414,0.11561780767578585,0.0858604845492702,0.05975282519706275,0.04200281626530558,0.06828663198380669,0.07207639238025774,0.06530301390018947,0.046526223260684535,0.07064063291418768,0.07669180343278792,0.07912764643495493,0.057956136912034655,0.0672223453757567,0.05868519479319349,0.08904215428029386,0.10936562248642437,0.05480349169954901,0.08903762274067575,0.08599752265337897,0.09890026355651094,0.03178133018541728,0.043645116313045414,0.06295789905006617,2.4089455738797226e-10,1.730645499314828e-10,3.5913777118320324e-10,0.00016646254736973418,0.00011545179379244012,0.00023166669882527169,0.0007340810101579615,0.0009019558729526277,0.0012050841526903126,0.015694847890892392,0.017726092347315942,0.016375696457017763,0.013892689275833484,0.015449613172518762,0.007279637978317985,0.0008065595797105297,0.00118624023063853,0.00034786493826421234,0.00021940996561179614,0.00020389771577538783,0.00018940906491808802,0.017845117845117844,0.254198031268095,0.009237187127532777,0.254198031268095,0.10416666666666667
FordA,0.0,0.0,0.0,5.98110511305014e-12,2.0892018064772813e-12,2.98158513088495e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017231172599208797,0.0006772946185228249,0.0008780007635540064,0.005032666580139231,0.002022390518408311,0.002396034338847588,0.0,0.0,0.0,0.0030934982731554636,0.0016751937731410247,0.0024719468025846555,0.0,0.0,0.0,0.006526294299923577,0.002989334072697043,0.003368738855088054,0.0,0.0,0.0,0.0,0.0,0.0,0.000885752021002584,0.00026623582292780893,0.0005986183031289401,0.021818493103917543,0.010106977554596172,0.015177440533914639,0.11390515872150198,0.055413927553216606,0.08835822614800647,0.0061157226030791765,0.003199023037690687,0.0034544952486698327,0.0018374364782496762,0.0007417244211702463,0.0007680531043810565,0.03782453279488339,0.015851799896221087,0.024878357454216404,0.40235690235690236,0.27562246670526924,0.07747318235995232,0.27562246670526924,0.0
FordB,1.878054795575952e-12,9.345064704680479e-13,1.5332994429916008e-12,0.0,0.0,0.0,0.016126933695307457,0.009326625714311783,0.010428693621359656,0.002759761166730828,0.0018210409412295276,0.002180207970305919,0.014622379450787154,0.010008812760944825,0.011546826608170403,0.007374403765776286,0.007338602266964678,0.007374403765776456,0.009567258709006439,0.00515624385492309,0.0074098337080400496,0.0,0.0,0.0,0.008619263674775297,0.003463674148475873,0.004103600230908014,0.011472129098990752,0.005817017767740598,0.007307203316520039,0.017301466960199376,0.009369104864043548,0.01382522379385475,0.010183226141282992,0.005380130480839428,0.008129213665653258,0.009459933365482289,0.004333071699695027,0.004883022988286219,0.017648886118030036,0.012112056900268092,0.015176924443992369,1.535660678955188e-12,6.07692779162116e-13,9.589152082257162e-13,0.00047738082739151003,0.00013782884413059875,0.00032281584469061526,0.027202641185024665,0.012733299887627945,0.019278053829872414,0.12592171461938198,0.061356806455819576,0.09774651642013944,0.0021948565041001577,0.001148089437134784,0.0012397752247802448,0.009100683894785808,0.004570757981269937,0.004741317522674295,0.045503463451378366,0.019070289123365385,0.02992923030539188,0.4062850729517396,0.27562246670526924,0.04707985697258641,0.27562246670526924,0.0
FreezerRegularTrain,2.9436501210265874e-11,1.46473900229007e-11,2.4023175795817367e-11,2.861731954448142e-10,9.996038283586897e-11,1.4264818914581447e-10,0.29051734929281486,0.1680137484013143,0.18786686202758388,0.2920451292505225,0.1927073050606998,0.23071529745282965,0.12246929725267063,0.08382850884781878,0.09671009735183794,0.33728366299433626,0.3356462071343918,0.3372836629943362,0.5261996180838827,0.28359362171880315,0.40754115529092283,0.034199014310373865,0.01344238659199831,0.017425837101000177,0.10718046813358742,0.043070757631222714,0.051028232848806324,0.1564237538362604,0.07931568303587669,0.09963452842553237,0.16247817407559695,0.08798531676732732,0.1298327548397832,0.14845431781265708,0.07843325771173246,0.11851026898004763,0.1184110273981759,0.05423753550136029,0.061121336325854286,0.3049490403865042,0.2092800703762355,0.26223686380330885,1.5344322160502152e-10,6.072066508541114e-11,9.581825094917318e-11,0.08148403359416645,0.025609310934424066,0.05503243868898516,0.09401011487490084,0.04532117776952223,0.0701591980248744,0.0719941937205046,0.034686541785710616,0.05561404317591305,0.20931366548699207,0.10948816377957304,0.1182318280005738,0.04469819828924845,0.023337030070832477,0.02421447177612699,0.010315781711584447,0.004321988914153454,0.006784275057619505,0.015039281705948373,0.16039374638100753,0.16865315852205007,0.16039374638100753,0.0
FreezerSmallTrain,4.180850865680265e-10,2.0803611415340212e-10,3.411966632719119e-10,9.883656339597317e-10,3.4523641181254393e-10,4.926684287623811e-10,0.7188566363830041,0.41573351242488515,0.4648580914486505,0.715912363108549,0.4723980246078315,0.5655698974628651,0.7181587016669617,0.4915695151954843,0.5671070179245847,1.0,0.995145166992651,1.0,1.0,0.5389468406523907,0.7744991468731092,0.3614027696638385,0.1420542621828309,0.1841499212479336,0.3848976662770226,0.15467215609077792,0.18324838545458108,0.319986887975568,0.16225143534704914,0.20381650423229247,0.305258941977187,0.16530407766292046,0.24392574326897495,0.2626334378789836,0.13875781062074524,0.2096588352887865,0.2915408889340575,0.13353873926359217,0.1504874091275002,1.0,0.6862788291151395,0.8599366748980085,3.1081834359569293e-10,1.229972646980014e-10,1.9409175831642263e-10,0.3116228848268574,0.09797346162129836,0.21046176853686518,0.3084299546903574,0.14991258303351587,0.23346318462020538,0.16833052376367116,0.0823304048221015,0.13087965487725065,0.2486858281064408,0.1300830245078712,0.14047138291927821,0.06396042566585994,0.033491677274423225,0.03475162110664829,0.009981637215711658,0.004181938103906001,0.006564489069430655,0.0013468013468013469,0.16039374638100753,0.16865315852205007,0.16039374638100753,0.0
Fungi,0.0005449126906093456,0.0006926747719945573,0.0007673213897854496,0.5722252881688308,0.5053052399690918,0.45653151400100384,0.033470606402867684,0.04600979024676044,0.062413483358106175,0.025952382003559163,0.04441904659255319,0.022439125872313365,0.03240495197508706,0.06450960869707686,0.029105306029376322,0.024771283398253994,0.06388516631807539,0.026430401697717196,0.051946958468461875,0.06539814041968174,0.03026625539478414,0.08823467796924528,0.08512385918233854,0.051821737236241734,0.11612741793793521,0.10614834040575762,0.09051335014106986,0.12186703540102091,0.1312341632815263,0.199776013534505,0.1775417930298743,0.27251832457458636,0.23229059996893264,0.3656647319459537,0.48475345446130336,0.49298874231310236,0.9420986891722833,1.0,1.0,0.062309999600903804,0.09734118762559778,0.13388861904883845,1.0,1.0,1.0,0.009773501708366042,0.007289488433312979,0.016685315682387264,0.17042394059435154,0.1763536023896279,0.3156057789113235,0.4552160652433978,0.5086154334429198,0.797846014379704,0.2827018144898486,0.35696759879080614,0.28027121518507775,0.24425217556204873,0.3208824243654903,0.2558794710229414,0.02382972880501548,0.025666178399673042,0.03199089619616832,0.0002244668911335578,0.10248986682107701,0.009892729439809296,0.10248986682107701,0.3333333333333333
GestureMidAirD1,0.5151142565319075,0.6050358648095718,0.7762752712696882,0.8510675283593783,0.9002912568425799,0.7044496118332805,0.3963326163323396,0.7131680131333737,0.24781657956782538,0.3915918004956722,0.8370867068039547,0.30853000938682773,0.43695968781530037,0.8603815030776545,0.6156421491628568,0.3331178001116166,0.8269548847264282,0.5715383467330915,0.6235158018679388,0.876324864455672,0.9015959809311408,0.8795417219473982,0.9233060129794702,0.7929388040014561,0.8879041283900772,1.0,0.7679599037325904,0.6434385107097126,1.0,0.6075956133367155,0.5528574177304089,1.0,0.4728751275592171,0.5357912623908807,1.0,0.4310213192366882,0.335726510852228,0.578129229422299,0.21470809320121317,0.4648169449555542,0.8604055389068356,1.0,0.30041308435234615,0.3237745034880568,0.3678145683390364,0.883733347510051,1.0,0.9312854164897227,0.0297547397360597,0.045724676386328725,0.04620012244089938,0.08197540307888486,0.08941713009785168,0.16399436993785727,0.27831727954491065,0.4637998501643749,0.1855450375128528,0.046895464980785236,0.0742021690300091,0.027629405300781874,0.00550868111437239,0.005468742636681054,0.006179829845135105,0.02154882154882155,0.03763752171395483,0.006555423122765197,0.0903300521134916,0.5
GestureMidAirD2,0.45390227827844576,0.7055600811609608,0.558411490675603,1.0,1.0,0.6663185822859691,0.3536680991088261,0.7287888851612485,0.2360375218562614,0.3307760798687567,0.7368572895280184,0.29577423103860256,0.3559086646404743,0.6707566261847456,0.3394379265916911,0.3244209840500948,1.0,0.497420069045587,0.6800211203291,1.0,1.0,1.0,1.0,1.0,1.0,0.9312965527459103,1.0,0.7034497464702963,0.854052097673148,1.0,0.6074384120591116,0.8897066751954045,0.8695565655944999,0.6175319216202164,0.9743230318832832,0.7895335762979043,0.4093661817255201,0.5622594283287151,0.30371685802392157,0.5250272462969309,1.0,0.7572645881779574,0.28299751906444726,0.324249033743579,0.24027895166253388,0.9484058410885441,0.7252760602809931,1.0,0.05124404347539348,0.060562046306049035,0.04923318675870768,0.1507466546841209,0.197805011969642,0.21747053091811147,0.25016544977426297,0.3621715126385158,0.20572479550664016,0.028858253557133014,0.04339065108344896,0.027655323076886156,0.016124403704978633,0.021031182383418903,0.013040214172857953,0.02154882154882155,0.1250723798494499,0.006555423122765197,0.0903300521134916,0.5
GestureMidAirD3,0.4328303359300252,0.5670310173847098,0.6535465631944973,0.7222214264220477,0.5931959364940205,0.9138451986647332,0.30224075747702916,0.5720645548350406,0.25751651835985795,0.28554718243864813,0.5876541442698789,0.22270691631167214,0.28196956886850577,0.5818751205079999,0.24411971027917886,0.22274225686575777,0.7338846704594332,0.2290376038153462,0.4216092573351191,0.7038560794568096,0.35688352691612185,0.5581559392269667,0.6107028280813663,0.34406082492814793,0.5729774321105227,0.6398475931562889,0.4002176580143215,0.4763163340744743,0.731013716025552,0.5223385543529936,0.5040536970345192,0.8226571646078263,0.8934921368230367,0.5926166164040949,0.8678300918191202,0.9502404653097088,0.39856317297436317,0.49838593172862145,0.39060610519406114,0.30668298439753733,0.5073398787503807,0.4099253962088448,0.17779220862490958,0.17198353916951564,0.2551292761573016,0.3873088132146923,0.3935910649102311,0.5913202243800526,0.024736319063068123,0.033119521711655504,0.028694763917639515,0.046388897994847154,0.06145898942395929,0.0848498764226841,0.22792885792308135,0.38652329258705254,0.158048732189276,0.03074533079958037,0.043520399597522484,0.040252122815677804,0.01009229924089296,0.012437500023871161,0.012386128757029068,0.02154882154882155,0.0903300521134916,0.006555423122765197,0.19281991893456862,0.5
GesturePebbleZ1,0.3149073827291231,0.29597944382395036,0.4685161220708376,0.45538110178021696,0.29923377316035626,0.42630100039019725,0.2767588057246239,0.34483103440974144,0.16717171348776239,0.10472676344488079,0.1163297615344351,0.17264105841715804,0.10456174598657958,0.13228313268145556,0.16342747492942056,0.07552685311773043,0.11895686021482468,0.15378506086275362,0.17706256795660402,0.15540958597507248,0.28717736342532885,0.34479572238092543,0.23344127511087934,0.38532421036814896,0.4483759309859702,0.3101036429875284,0.4621532808250466,0.4589531189588615,0.4192780072355848,0.5091855568562792,0.5488829214072494,0.5500611096945046,0.7107861572486557,0.6149702229478449,0.6355853504739382,0.7331581516910097,0.17011191465219838,0.16385689574606355,0.10546394311531809,0.2877759293207434,0.33938506672610774,0.5288076800900922,0.11097007910232703,0.07960638642837038,0.13225293666753693,0.10739028133600374,0.06011697230336537,0.13129179754292994,0.27544712805475935,0.2548165246539473,0.3273937216207035,0.5635538225325489,0.570200989585726,0.4144972357863043,0.701995404092952,0.6389374641902418,0.6860121567454396,0.682850761226561,0.6758508521339712,0.4153654967143029,0.2444817201957847,0.19249871694540305,0.3035165149256561,0.013019079685746353,0.0671685002895194,0.009058402860548272,0.07295888824551244,0.08333333333333333
