,$\sigma ($$\bar{x}$$)$,$range ($$\bar{x}$$)$,$IQR ($$\bar{x}$$)$,$\sigma ($$\sigma$$)$,$range ($$\sigma$$)$,$IQR ($$\sigma$$)$,$\sigma ($min$)$,$range ($min$)$,$IQR ($min$)$,$\sigma ($$x_{10}$$)$,$range ($$x_{10}$$)$,$IQR ($$x_{10}$$)$,$\sigma ($$x_{20}$$)$,$range ($$x_{20}$$)$,$IQR ($$x_{20}$$)$,$\sigma ($$x_{30}$$)$,$range ($$x_{30}$$)$,$IQR ($$x_{30}$$)$,$\sigma ($$x_{40}$$)$,$range ($$x_{40}$$)$,$IQR ($$x_{40}$$)$,$\sigma ($median$)$,$range ($median$)$,$IQR ($median$)$,$\sigma ($$x_{60}$$)$,$range ($$x_{60}$$)$,$IQR ($$x_{60}$$)$,$\sigma ($$x_{70}$$)$,$range ($$x_{70}$$)$,$IQR ($$x_{70}$$)$,$\sigma ($$x_{80}$$)$,$range ($$x_{80}$$)$,$IQR ($$x_{80}$$)$,$\sigma ($$x_{90}$$)$,$range ($$x_{90}$$)$,$IQR ($$x_{90}$$)$,$\sigma ($max$)$,$range ($max$)$,$IQR ($max$)$,$\sigma ($$IQR$$)$,$range ($$IQR$$)$,$IQR ($$IQR$$)$,$\sigma ($$CV$$)$,$range ($$CV$$)$,$IQR ($$CV$$)$,$\sigma ($$\overline{\Delta x}$$)$,$range ($$\overline{\Delta x}$$)$,$IQR ($$\overline{\Delta x}$$)$,$\sigma ($$max(\Delta x)$$)$,$range ($$max(\Delta x)$$)$,$IQR ($$max(\Delta x)$$)$,$\sigma ($$\sigma(\Delta x)$$)$,$range ($$\sigma(\Delta x)$$)$,$IQR ($$\sigma(\Delta x)$$)$,$\sigma ($$\gamma_{1}$$)$,$range ($$\gamma_{1}$$)$,$IQR ($$\gamma_{1}$$)$,$\sigma ($$Kurt[X]$$)$,$range ($$Kurt[X]$$)$,$IQR ($$Kurt[X]$$)$,$\sigma ($$R_{XX}$$)$,$range ($$R_{XX}$$)$,$IQR ($$R_{XX}$$)$,$||X_{train}||$,$||x_{train}^{i}||$,$||X_{test}||$,$||x_{test}^{i}||$,$||Y_{C}||$,$min(||I_{c}||)$,$max(||I_{c}||)$,$mean(||I_{c}||)$,$std(||I_{c}||)$
Lightning2,5.0859425927967843e-11,3.751952735477639e-11,3.751952735477639e-11,5.34015681561276e-10,3.3193981368151773e-10,2.477235311496035e-10,0.012798071743601189,0.009434753330052826,0.009434753330052826,0.012892760684382151,0.009498069537134434,0.0094980695371345,0.013825182800218688,0.010186245517141005,0.010186245517141014,0.011853696491346554,0.00873195652231956,0.00873195652231957,0.005760905630143454,0.004243858165078664,0.0042438581650786735,0.00020342503633223415,0.0001499297099172289,0.00014992970991722788,0.004729969333144146,0.0034908089523295618,0.0034908089523295457,0.009701579852594499,0.007165659735799568,0.007165659735799565,0.012702278201071898,0.00939076701223883,0.009390767012238831,0.0217661445940915,0.016084085751123772,0.016072468394917917,0.16203393136208857,0.11042403708801049,0.11832264286815304,0.058284714237956,0.040052568373991515,0.028611925746734268,1.985272317573239e-09,7.856134291086097e-10,1.239711058662742e-09,5.4318468692563964e-05,4.1083312795282446e-05,4.1083312795282446e-05,0.31147354985707015,0.15198568461318263,0.23697753619665413,0.03743891130778916,0.021397776535712558,0.10056306184031591,0.6417235952767543,0.37380313857984915,0.44970463961971563,0.34515352332472443,0.24407897992141928,0.24407897992141933,0.14006031882196573,0.05659447296976028,0.16214042373836107,0.0049382716049382715,0.21986567691763875,0.002443384982121573,0.21986567691763875,0.0,0.010704225352112675,0.016216216216216217,0.015960374243258118,0.01826060722189416
Lightning7,1.211312052595575e-10,1.9568813887621063e-10,7.602566047602162e-11,9.812051552516935e-10,1.0991355995333006e-09,6.006970835896651e-10,0.03689190236958273,0.05055052018007567,0.046099665196876576,0.03718189929611943,0.05091883006495831,0.04643495897298435,0.024470448211238227,0.036986834554876086,0.030603911229825934,0.017065045198577856,0.02294415473700458,0.021962669514791196,0.014989744243937175,0.02109913517104449,0.023431787003656453,0.01601225306042523,0.01963368895089872,0.028311302522997062,0.018533146025609647,0.02600266003407883,0.02833152819881695,0.024519732227361545,0.03293048941927178,0.036193399057639235,0.0337992490418878,0.047976092880111246,0.04872992226604437,0.05684581676743231,0.07248148056906109,0.06713751443065588,0.38562322473458277,0.5244066889317344,0.4085877495886188,0.09383237191986568,0.11885426447293054,0.09938681720794794,3.5218675847843704e-09,2.2176774531119678e-09,3.476027552901423e-09,0.00047699965741154467,0.0007149396231713441,0.00017751633325685398,0.890147459361899,0.8716551227468856,0.6722470855802275,0.20775295381052902,0.23768616451494465,0.55965466741084,0.8955295756454323,1.0,0.8741884464232665,0.4002474639832699,0.5364949379818543,0.27805701651467746,0.5756179687836945,0.4561545830499613,0.5162619642123227,0.006060606060606061,0.10745846588900672,0.003158522050059595,0.10745846588900672,0.08620689655172414,0.0022535211267605635,0.007484407484407485,0.0049532195927352776,0.005822433102928975
Mallat,1.1805154389681427e-10,1.5650276550610212e-10,1.780426991312975e-10,1.0390578873717085e-09,1.5757260307396486e-09,6.434319830936873e-10,0.040296945220961736,0.053307478146754586,0.06915852836097532,0.014573897698676508,0.02407731585567066,0.012076151285959222,0.01429350180179211,0.020183684718481188,0.02443367706296294,0.007279424989664973,0.008871670827506404,0.012432860108396712,0.020790776791530453,0.03272234795578813,0.026706872219417362,0.028342108230433614,0.03879119239688184,0.043909211019655295,0.03623044389091559,0.06266217312156681,0.033387581707130895,0.09474237888327092,0.14112471543532046,0.1466985660304408,0.04016931569728871,0.05541647481993213,0.05866907794048041,0.03806231735425876,0.06287538345759586,0.04136096779137238,0.09705392814897672,0.12386994377200483,0.1627564525651669,0.1252244118934269,0.1853603322948337,0.1057626469375344,6.849747727285837e-10,6.413873018549928e-10,6.246184459713893e-10,0.0011284153498768218,0.001809084745633858,0.0013434872782582133,0.20357660684167214,0.2128299805522818,0.16191241290728361,0.06765752605157664,0.0723073338157983,0.4364844185476042,0.032544507721869745,0.035997077152420995,0.03754941195627879,0.0021387066996101972,0.0029301612576897768,0.0033851267634785807,0.003972799989957926,0.0030550793070713064,0.010505567632784731,0.004377104377104377,0.3566631318487098,0.13855780691299166,0.3566631318487098,0.10344827586206896,0.0005633802816901409,0.004158004158004158,0.003233351678591084,0.0034118865547511485
Meat,9.720839709989887e-11,1.0033752364304747e-10,1.0033752364304747e-10,1.0076286288010876e-09,8.48210230430584e-10,6.330111410509224e-10,0.006509264764262921,0.006005554711653277,0.0060055547116532725,0.004295493380685575,0.004073109593824105,0.004073109593824169,0.005621717555443663,0.005750476822579716,0.005750476822579718,0.004138112383935139,0.003746672527530211,0.0037466725275301454,0.0026109460752781126,0.002475375374006979,0.002475375374006979,0.004158383877837586,0.004202410666872335,0.0042024106668722685,0.0031648926871872133,0.003331961279793422,0.003331961279793423,0.000980387403172891,0.0009682239142909158,0.0009682239142909136,0.01350496857157243,0.013483751744230343,0.01348375174423028,0.027394090566173385,0.026774047437632977,0.026754708841024818,0.004459733186373776,0.00425283204625841,0.004557036136856347,0.008960695709397852,0.008956906421830682,0.006398449634213326,7.991604346156944e-10,4.4789432737801804e-10,7.067845770028129e-10,0.0013406089505509533,0.001253677458366856,0.001253677458366856,0.002311240773614198,0.0016586210663769557,0.002586137864195839,0.0025063242718967333,0.0018867799742978853,0.008867293801190583,0.0050808657217240065,0.0036702947008024366,0.004415555637101575,0.0008805844101144639,0.0008857363782605501,0.0008857363782605482,0.00011785515098053702,6.05220894145122e-05,0.00017461862709537696,0.0049382716049382715,0.15305761753269706,0.0023837902264600714,0.15305761753269706,0.017241379310344827,0.010704225352112675,0.0079002079002079,0.010456796917996699,0.0
MedicalImages,6.524369420452073e-11,1.0839998886113576e-10,8.075675872877021e-11,3.56707713603395e-10,4.752174831581268e-10,3.321891662885162e-10,0.07997190555250987,0.1487078542272645,0.06704756244716942,0.07160407395070546,0.1293594654269133,0.049725057481406015,0.025001962708340607,0.04538533489533995,0.025792235758381653,0.021426252202338587,0.034647481117403095,0.024440903763266027,0.026461962864057553,0.046427385672565075,0.020035756168684252,0.03425959517619801,0.06042601251894995,0.03132110751917159,0.04181343951683573,0.07533518286138759,0.04070213011406293,0.05120508050341339,0.09479999408955006,0.049916053669683,0.06269511956314992,0.0956114806752885,0.06096110627233886,0.070352282370793,0.1294236235512839,0.07664330333590531,0.25674681193798793,0.4715795297952407,0.23020482976361642,0.14187541595401254,0.22114320846373092,0.11633117985260566,4.003571026843112e-10,3.316452189896782e-10,5.113346337866594e-10,0.08423137970280675,0.13020437506647992,0.11970011931062653,0.5049865438060156,0.5772241749776293,0.3229228779884607,0.22103055402118832,0.2793292159699881,0.5973172356381233,0.3382849927333691,0.5466145497115644,0.2231589161118714,0.05106984261959829,0.09229594766270924,0.0382066099057975,0.2156244580556952,0.19366220666034378,0.20666046601675298,0.0409652076318743,0.029692470837751856,0.04410011918951132,0.029692470837751856,0.13793103448275862,0.0028169014084507044,0.083991683991684,0.02041827187671987,0.07656993397179236
MiddlePhalanxOutlineAgeGroup,1.3431817099077266e-10,1.226519579104585e-10,1.2265208793658828e-10,3.160260086536693e-10,2.805123303601603e-10,2.0934371402973795e-10,0.11137526845441303,0.10193633946234053,0.10193633946234053,0.045965782775437995,0.04389452185333679,0.04389452185333684,0.03746261872006088,0.037440523705939165,0.037440523705939206,0.1100907192959177,0.10131589604757736,0.10131589604757743,0.03309036642357579,0.03323795672793627,0.03323795672793634,0.04085758843753596,0.04235820046967325,0.04235820046967331,0.030640711126924257,0.031929336868798744,0.03192933686879874,0.009335829793242002,0.009808192086707896,0.009808192086707893,0.010849019115908855,0.01054778916218813,0.010547789162188261,0.011777467692665185,0.011189940154794622,0.01118185778550684,0.016277092773805405,0.014470126526127804,0.015505171322828734,0.15042074663867722,0.1346098723015032,0.09615981764527626,2.718892487522351e-10,1.478226776769909e-10,2.332665355387302e-10,0.0723802223165345,0.0750847846051286,0.0750847846051286,0.05187438423563184,0.03588632376424673,0.05595429997536103,0.044079535571095674,0.03565276578608209,0.16755718915655435,0.00694412009629533,0.005243922197423532,0.006308711454230973,0.0005905775304608261,0.0005368659604902448,0.0005368659604902449,0.005496596324100362,0.0031288718338381267,0.00896522549216981,0.0430976430976431,0.022976316719688937,0.00798569725864124,0.022976316719688937,0.017241379310344827,0.030422535211267605,0.09812889812889813,0.07283067327095946,0.1208676567205074
MiddlePhalanxOutlineCorrect,3.1293316124827886e-10,2.3085404700202282e-10,2.308539819889579e-10,1.8791220901368773e-09,1.1680470406056004e-09,8.71702558074617e-10,0.0043242704193408475,0.003187857167570848,0.00318785716757088,0.002905140386762531,0.0021402107806153285,0.0021402107806154577,0.002440421397325509,0.0017980761540490257,0.0017980761540489613,0.0030929768459667275,0.002278423389972804,0.002278423389972738,0.0,0.0,0.0,0.002773749164729998,0.0020443275574591967,0.002044327557459196,0.004283854220023363,0.0031615673609012387,0.00316156736090137,0.002986335976308487,0.002205730178810068,0.0022057301788100656,0.0072248313411603276,0.005341302304482065,0.005341302304481936,0.002129581733430131,0.0015736537569365856,0.0015725171243342832,0.005700250860727183,0.0038846475374921057,0.004162515475511896,0.004426947813165364,0.0030421463379060416,0.0021731856074276613,1.7299447579972045e-09,6.845750184840901e-10,1.0802706341380837e-09,0.006265694627604422,0.004739004954696609,0.004739004954696602,0.006669608374662172,0.003254481786302591,0.005074419194661352,0.005450304254710687,0.003115058328891069,0.01463982964966652,0.0009605173515185272,0.0005595000765137607,0.0006731077251832073,0.0,0.0,0.0,0.0008288737068794939,0.000334149973813197,0.0009585433291089538,0.06554433221099888,0.022976316719688937,0.016150178784266986,0.022976316719688937,0.0,0.11887323943661972,0.16091476091476092,0.16455696202531644,0.1606933435526686
MiddlePhalanxTW,3.3662076888962355e-10,4.402373342799094e-10,4.777414860448357e-10,2.6178063703473065e-09,3.2840472784093477e-09,3.683264986991032e-10,0.09789869234893037,0.12609495619950803,0.10511339097212712,0.03699284429366783,0.048026957460408415,0.037633654130811954,0.03779514906563179,0.05181016205386651,0.042476008277656026,0.09712424164161304,0.12062658074071654,0.10766586706638356,0.029838974299767288,0.0412198556969382,0.03284313987780497,0.040973154544886606,0.05479671052399748,0.05202348439541995,0.033758234276210296,0.048262068282013584,0.039860921679651884,0.009823630305904442,0.0145818017994694,0.011721218668459103,0.011824034741587247,0.014668415968812366,0.01957272508529242,0.010498367575393892,0.01335886492648461,0.015416107160336048,0.018278437131989133,0.02493438817549083,0.017843386117723594,0.1363992136242035,0.1640531401326396,0.10033622121782809,1.850027889675382e-09,1.3139539145183643e-09,6.827411532446422e-10,0.07496958519843404,0.10466672464952045,0.09214322780098205,0.0729204805119971,0.07361529576302062,0.06678565633441819,0.05539184137858524,0.061069244921308885,0.23651987910122682,0.007310682890078127,0.00756678731470629,0.009487561018205228,0.0005767356113030638,0.000755814152014881,0.0006028352071644407,0.007254636552926969,0.0056684245071282665,0.013040937700628747,0.04298540965207632,0.022976316719688937,0.00798569725864124,0.022976316719688937,0.06896551724137931,0.013521126760563381,0.06611226611226612,0.0360484314804623,0.06519190226891092
MixedShapesRegularTrain,1.7693828262471987e-11,2.463988658600503e-11,1.0297549376464076e-11,1.3465161012004987e-10,1.7226548759282592e-10,5.693402179949096e-11,0.10987131433020031,0.1361201402807187,0.16529521782443618,0.04271963703350783,0.04813794004592544,0.07695928874762228,0.029699720318305603,0.0386739306387078,0.03779056962566517,0.05878557520789439,0.0722634093531149,0.09244828650305928,0.05667820645746934,0.06965414027491174,0.08686484537000885,0.0401787795856686,0.05612224280871632,0.036683646044168884,0.025704557414905363,0.03466467801287359,0.030129192200254996,0.022898538079594046,0.0328931255621659,0.008522876625817268,0.029218389496908238,0.03782123549344888,0.03527503546852795,0.026603101012715243,0.03189222030497219,0.04094797588977647,0.05262270114629156,0.06377513122082239,0.05754027637232535,0.15903562008574942,0.185718299410717,0.16082027293511342,8.644592787089963e-11,7.031784426388122e-11,4.817538478661543e-11,0.00048576593254612976,0.0006923091469064201,0.00027161059586819656,0.015247512829271025,0.012060584027670313,0.026011891441298386,0.009853162943884082,0.010147121318355193,0.04605958788930318,0.09503970152651424,0.09644923316585116,0.11565107772228056,0.0033889380232844496,0.003991438638786909,0.0050318982333105045,0.0003258061615428406,0.00022603148067090013,0.0007692310072351315,0.05432098765432099,0.3566631318487098,0.1433253873659118,0.3566631318487098,0.05172413793103448,0.05577464788732395,0.041164241164241167,0.05448541552008806,0.0
MixedShapesSmallTrain,6.283775376349798e-11,7.743485116437423e-11,8.789662354278883e-11,4.0675664352305335e-10,5.087448880376396e-10,7.027160989892115e-11,0.1250538709007572,0.14809458235980785,0.20343754934171251,0.048845110246545156,0.06083633339732531,0.07136561893220078,0.03480313586133728,0.039657781992662455,0.06199329786019802,0.06656721224719676,0.07860449226418616,0.1097048030170512,0.06220524278456123,0.06987131806671953,0.11657400605413513,0.044203671784526825,0.055769305164655766,0.05757577395927809,0.026841115314396837,0.03820041908516691,0.021086850709770177,0.028825429919693203,0.04204153530062992,0.0157903984644011,0.03078253461075534,0.03725901327929054,0.043961185810889127,0.032438771102201745,0.04410998154675264,0.03586940754546138,0.05997989466092024,0.07040018399536724,0.0895047002220707,0.18622892581114897,0.22019227857654797,0.16396456445336932,2.57705806479769e-10,2.0152268680856456e-10,1.3043707336455494e-10,0.0007466576272021736,0.0009799841972478703,0.00028434065938372916,0.01863448436834317,0.014512881012943759,0.033942663525863705,0.011782195258667964,0.012888058818393059,0.03459340464141056,0.0892950947960789,0.08167954546945415,0.13944115402282276,0.003406072307761737,0.003766324174529873,0.005245272724558411,0.000332419650506541,0.0002519168777988904,0.0005052486064855324,0.009427609427609427,0.3566631318487098,0.1433253873659118,0.3566631318487098,0.05172413793103448,0.010704225352112675,0.0079002079002079,0.010456796917996699,0.0
MoteStrain,3.9695006078431866e-10,2.9283418741632815e-10,2.928344474685878e-10,1.5983415904513417e-09,9.935161607661311e-10,7.414516114891419e-10,0.03363603274716746,0.024796522345623854,0.024796522345623982,0.017389829464384245,0.012811050599249228,0.012811050599249422,0.0035189652150923404,0.0025927356017775393,0.0025927356017775402,0.024416902990322897,0.017986569461841694,0.017986569461841958,0.030199604393819753,0.02224699481592898,0.022246994815929115,0.026822322953396784,0.01976877169209964,0.01976877169209964,0.037977675958685654,0.028028260203777286,0.028028260203777154,0.02658117626893329,0.01963305641086367,0.019633056410863794,0.011722497735191996,0.008666417416632858,0.00866641741663286,0.04569128373597647,0.0337635598491735,0.03373917280550732,0.06854704022227408,0.04671392496713026,0.050055361193234255,0.01622852630423092,0.011152051921463166,0.007966572293721585,6.637368419000724e-10,2.626544337395051e-10,4.144730879983142e-10,0.06519730078912463,0.04931142512296935,0.04931142512296934,0.06975539918682477,0.034037632106290884,0.05307180222299238,0.02539198548096169,0.014512495479713264,0.06820432851740217,0.15023815755857256,0.08751352645156917,0.10528332914558064,0.0019231756569599299,0.0013599940920170233,0.0013599940920170236,0.08218805652006994,0.033209581956673756,0.0951443507345455,0.0004489337822671156,0.024390243902439025,0.0734207389749702,0.024390243902439025,0.0,0.0050704225352112674,0.0037422037422037424,0.0049532195927352776,0.0
NonInvasiveFetalECGThorax1,1.5501069923625518e-11,4.1754900987622854e-11,1.8376072821583947e-11,1.0608111731201424e-10,2.3720392547573155e-10,1.0270215265388473e-10,0.15486367066971182,0.34274837031040345,0.19510528336502989,0.021458784522023353,0.05152399744739876,0.026140278589087698,0.015781486663052104,0.03502110146931526,0.01964950513502929,0.011236940738997973,0.02514054409565419,0.01213104407112228,0.009779127790166934,0.020259110377386376,0.010031270393916401,0.009641490844939607,0.019739252306299755,0.013509346377547736,0.01614994015622882,0.03204834567459343,0.028663702660805496,0.01690226814643957,0.033645221503439744,0.029362383127191267,0.011633693720329652,0.026620790502564523,0.011462191956514638,0.02524454262729845,0.05799798425649032,0.02419418450684494,0.08316718149420026,0.1478834662559575,0.129841135868991,0.034569031228488596,0.06969531130399788,0.027335429760406822,5.303601253148995e-11,7.517206541781726e-11,7.203212372316909e-11,0.00020117268798184264,0.0004180673570051065,0.0003273751163215319,0.01599045823492748,0.02978138866597813,0.017256067406038786,0.013847125818755603,0.022220558995521,0.071201455565817,0.21427887431028067,0.38942890515299233,0.26895082853481933,0.015126496554143713,0.040104371993727066,0.011703845133321181,0.0022762218765400226,0.0025934190653350525,0.004704252450982274,0.20022446689113355,0.2598091198303287,0.11591179976162097,0.2598091198303287,0.6896551724137931,0.01915492957746479,0.02286902286902287,0.023036402232879942,0.006500487346298516
NonInvasiveFetalECGThorax2,1.4289114929847195e-11,3.4510755217496294e-11,2.010073940738903e-11,1.3655164987555002e-10,3.047629669428416e-10,1.1920501220462464e-10,0.14765211322121286,0.31192481821881407,0.126374738706115,0.0242311752330465,0.052879083849229465,0.025682186628492434,0.015606168939214278,0.03483802121569664,0.016863459322743864,0.010567213689677436,0.02231442553604335,0.008926281485113263,0.009444928270664952,0.024398120512475387,0.008533625842220028,0.009186407672467537,0.021386294011503236,0.010188496971878737,0.01506001323748895,0.030649042442700645,0.019331356686695233,0.014142241850546387,0.03094052141719094,0.017274757252839116,0.01222750269879627,0.02285768028279745,0.021355630837564036,0.025785301011643134,0.06880585368944439,0.024631185205924378,0.07885305909619156,0.16589566453474192,0.0893520373959558,0.03380416117650087,0.08029929657841821,0.022930976537866164,6.889417067343941e-11,9.820508812354406e-11,7.969254010549226e-11,0.0011913622987665639,0.0028749128359307073,0.0019444356428809588,0.01664203183844537,0.028289177130161054,0.02417774883306866,0.013688019870004982,0.021535984315226547,0.07620916355449868,0.1638809774509916,0.28623372766083577,0.14968557060687615,0.012661348379575636,0.030920603500503543,0.009521437617321559,0.0020705515616824843,0.0023315826459390067,0.004559871990709339,0.20022446689113355,0.2598091198303287,0.11591179976162097,0.2598091198303287,0.6896551724137931,0.01915492957746479,0.02286902286902287,0.023036402232879942,0.006500487346298516
OSULeaf,5.4186583988023034e-11,8.151442098717539e-11,5.433648936033634e-11,2.8579189139836345e-10,3.4853544869825606e-10,2.0581426675261259e-10,0.050917265601093366,0.07440328078318453,0.05407521522615128,0.00986802572253506,0.014259524418368525,0.011325140745928483,0.014399835358664641,0.019258651803756164,0.01909185368222619,0.012111877854071352,0.015089961046063673,0.020183205518133993,0.010384341101941403,0.014927900297031857,0.010966345612762678,0.012699857078426201,0.015057178858814241,0.020877455529952113,0.017696870103199456,0.02864028578594058,0.008868615564480823,0.018223605774131454,0.026077632009089094,0.022621063040890583,0.01814966907105973,0.02152129519711377,0.03349654649971432,0.015922351120864753,0.021589568040303736,0.022898588238917595,0.07839603238558383,0.0928406503682497,0.11514578488991452,0.06258710972056336,0.0701290116212051,0.0729851374143387,1.961311548916431e-10,1.6588725743308925e-10,1.1638507033310426e-10,0.0005077987598340873,0.0007855919087815857,0.0005041919562601497,0.03323638865335411,0.031649033986480744,0.02739119794004925,0.05316972292758087,0.06141712870849648,0.15938506742889139,0.03386522908445381,0.039208366612091525,0.03637504999168158,0.0031229750123200673,0.003818987461290059,0.004496989447001939,0.0068187235120241215,0.005429418176478223,0.007560897325250442,0.020650953984287318,0.1456344998232591,0.013230035756853397,0.1456344998232591,0.06896551724137931,0.007887323943661971,0.021621621621621623,0.017794900018345258,0.01580711966910728
OliveOil,1.8099581180779436e-10,2.2070537754419165e-10,2.1406708852591662e-10,1.0880822573763355e-09,1.161004400305413e-09,6.570950797015203e-10,0.0016124903768090697,0.0019206185517450776,0.001899955225684299,0.0013374507533815496,0.0013288625008290604,0.002298175147627591,0.0018449461708321953,0.002200330935195344,0.0023750559450208377,0.0013326770610235961,0.0015340947928700489,0.0018480930071932172,0.0013726474835003366,0.0016166466562227907,0.0014024412296902461,0.003179415300066473,0.0038895973300137874,0.0037358588763054413,0.0011191134009637658,0.0014565733507546608,0.0008698639559962148,0.001223009634340069,0.0015941480674386548,0.0016837563733832035,0.0024779368189363866,0.0032665352731293916,0.0023354334799413888,0.002231901084179289,0.002809070618329461,0.0019278950659438626,0.003261349681627063,0.0034355202443470192,0.004188113365039754,0.0027552824023999818,0.0037194519194454034,0.0016013922516588863,4.66255595421686e-10,3.182945504978177e-10,3.4352304102870194e-10,0.00016681567810092218,0.00019081877006076303,0.00023310433633910127,0.011921797547490565,0.009989120878684653,0.01004429893213214,0.0007927513639681371,0.0007904236594060396,0.001710051083758553,0.0012863479218391826,0.001222456834207177,0.0016044871800624547,7.102481175938545e-05,9.53033642448695e-05,5.4143212137558144e-05,9.126192458487011e-05,5.5801065090429225e-05,9.000330099020349e-05,0.0015712682379349046,0.19618239660657477,0.0005959475566150178,0.19618239660657477,0.034482758620689655,0.0016901408450704226,0.00498960498960499,0.003577325261419923,0.005218403176819254
PLAID,0.08126333982069663,0.13199483871678327,0.11036122689074249,0.2064540546701621,0.2692457250385337,0.2112741798029048,0.003094451287332501,0.006449049035564049,0.0004645043949904463,0.04126433459883336,0.07265746749507719,0.013208718137629605,0.059861530636232965,0.09312909787594446,0.0619723491690152,0.06750654631973337,0.1074587342859409,0.08340163303751164,0.0717589160374705,0.11345104609223383,0.09137832845135221,0.07935994545912314,0.12356883665370152,0.1125015239904229,0.08564283515921921,0.13088433669419416,0.13459320822737117,0.09239039828505707,0.13661210423876452,0.15023740702664007,0.10030633535642618,0.14956389342793006,0.1605912943398996,0.1250528322055908,0.20370599831299355,0.17069288044242145,0.2882244931985982,0.44806899171341835,0.2590789933120874,0.09901417932985054,0.1544457643116901,0.07972270754326673,0.28291687929859816,0.23189490264754142,0.3764598957717801,0.010139902501530143,0.01591660171737288,0.012265435965272735,0.48475677370375325,0.5492312352247269,0.4432516477822259,0.1563069886119054,0.2055612263359974,0.7426750639055485,0.38351971784220956,0.47326339441806026,0.5571204425409314,0.04836033887204745,0.08409109813752062,0.018049308009480347,0.6677472634823396,0.6547199569739385,0.4655447176229763,0.05847362514029181,0.17143867090844822,0.030810488676996425,0.17143867090844822,0.15517241379310345,0.0067605633802816905,0.03617463617463618,0.026317106118977335,0.03780350662551382
PhalangesOutlinesCorrect,1.3133106151242822e-10,9.688428968754299e-11,9.688428968754299e-11,6.771909303268071e-10,4.209363863290778e-10,3.1414075648473105e-10,0.00418197771315066,0.0030829588195645297,0.003082958819564594,0.005156271832581946,0.003798614557203184,0.0037986145572033135,0.005418242339844348,0.003992102494597761,0.003992102494597827,0.0014444693038860932,0.0010640599047365817,0.0010640599047365155,0.008334591477902744,0.006139802726678555,0.00613980272667849,0.010982710934110072,0.008094552637889735,0.008094552637889734,0.011253331350048933,0.008305176430006373,0.008305176430006635,0.003480104839294757,0.002570431569104354,0.002570431569104352,0.012442810499692918,0.009198943097482691,0.009198943097482822,0.008424867987692975,0.006225553568762705,0.006221056920678183,0.013765368400340297,0.00938092125514489,0.01005193637832767,0.0,0.0,0.0,5.738458724860889e-10,2.2708271287174248e-10,3.5834032232854114e-10,0.015471747670802966,0.011701925042233323,0.011701925042233323,0.012975257516868068,0.006331367134186767,0.009871928320319674,0.0017841160714784335,0.0010196908958548258,0.0047922380368220635,0.00539444852944195,0.0031422590754875052,0.003780301285062743,3.43143577267044e-05,2.4265762521893767e-05,2.4265762521892815e-05,0.00025679055223361237,0.00010298392483400552,0.00029626880814839204,0.20022446689113355,0.022976316719688937,0.0499404052443385,0.022976316719688937,0.0,0.3532394366197183,0.48690228690228693,0.49477160154100164,0.4966885164355211
Phoneme,2.4177835527950696e-11,7.494108002074065e-11,3.011977281379924e-11,2.6758572665621833e-10,6.721317407771262e-10,1.6388158226450682e-10,0.15458701033927827,0.3817975318385019,0.14695768532811304,0.02097488406217395,0.0537842966478285,0.026077955847786643,0.015611195043237781,0.03593618324383255,0.016843868139873205,0.011593771911479993,0.026948865862413834,0.010302933733985841,0.007280578776909487,0.015717833797351553,0.009912234004587668,0.00586784966255584,0.014180592923378234,0.006105040090161322,0.008581580778354848,0.019785430114473923,0.007736997173649094,0.011516286037555806,0.02403866095859079,0.012984346975358352,0.01418511935920763,0.03286888606221235,0.01885189010492545,0.018215044245754007,0.04962730294570739,0.014348784260323618,0.09882397822210712,0.22541661352298314,0.1040521811105556,0.05460841925409765,0.11858574273754752,0.038832710986692616,1.2289699985849415e-10,1.9692342926210524e-10,9.863389290733713e-11,0.0028256672952574166,0.009468520151568535,0.002304221908539127,0.35994077909836314,0.4211152241792132,0.5778788907992602,0.23137248225311888,0.4044166843130557,1.0,0.14646989603415314,0.3517046814916855,0.13778454721075922,0.045420146180295225,0.11060972975451722,0.03010931057400407,0.7382464521970589,1.0,0.852234013685415,0.022222222222222223,0.3566631318487098,0.11179976162097735,0.3566631318487098,0.6379310344827587,0.0,0.009563409563409564,0.0024695539280019194,0.0066295905220252445
